name,nig,h,m,s,dd,dm,ds,V,B,kkk
* tau01 L,up               ,14,26,8.224,-45,13,17.13,4.553,4.393,
* tau02 L,up               ,14,26,10.814,-45,22,45.4,4.352,4.764,
HD 126386,--,14,26,13.444,-42,19,6.96,6.333,7.564,
* f Boo  ,--,14,26,27.365,19,13,36.85,5.394,5.637,
HD 126475,--,14,26,49.873,-39,52,26.35,6.346,6.263,
* del Oct,--,14,26,55.232,-83,40,4.39,4.304,5.615,
HD 126241,--,14,27,7.086,-65,49,17.93,5.828,7.333,
HD 126504,--,14,27,12.182,-46,8,3.2,5.811,6.128,
* 104 Vir,--,14,27,24.387,-6,7,13.21,6.161,6.267,
*   5 UMi,--,14,27,31.543,75,41,45.57,4.235,5.664,
* l Hya  ,--,14,28,10.426,-29,29,29.89,4.972,4.899,
* phi Vir,--,14,28,12.139,-2,13,40.65,4.84,5.522,
HD 127065,--,14,28,16.44,36,11,49.3,6.2,7.39,
* 106 Vir,--,14,28,41.721,-6,54,1.9,5.418,6.901,
HD 126610,--,14,28,43.496,-59,11,51.17,6.469,6.563,
HD 126759,--,14,28,51.907,-47,59,31.49,6.39,6.284,
HD 126209,--,14,29,37.001,-76,43,44.7,6.06,7.251,
HD 127304,--,14,29,49.67,31,47,28.28,6.05,6.034,
HD 127167,--,14,29,50.518,0,49,44.14,5.966,6.12,
HD 126981,--,14,30,8.629,-45,19,16.88,5.5,5.42,
HD 126983,--,14,30,20.954,-49,31,8.52,5.376,5.423,
HD 127337,--,14,30,45.39,4,46,20.23,6.007,7.432,
HD 127152,--,14,30,56.617,-40,50,42.44,6.374,7.825,
HD 127193,--,14,31,10.84,-38,52,10.96,5.983,7.037,
V* ER Dra,--,14,31,42.811,60,13,32.28,6.26,6.5,
* rho Boo,--,14,31,49.79,30,22,17.18,3.59,4.89,
* gam Boo,--,14,32,4.672,38,18,29.7,3.02,3.21,
HD 127726,--,14,32,20.226,26,40,38.24,6.002,6.216,
HD 128000,--,14,32,30.93,55,23,52.78,5.718,7.244,
*  26 Boo,--,14,32,32.542,22,15,36.2,5.897,6.263,
* sig Lup,--,14,32,37.057,-50,27,25.77,4.423,4.24,
HD 127624,--,14,33,9.652,-30,42,54.25,6.111,7.151,
V* CP Boo,--,14,33,20.263,36,57,32.45,6.39,6.89,
HD 127501,--,14,33,29.968,-52,40,46.27,5.87,6.96,
HD 127486,--,14,33,32.367,-54,59,55.09,5.87,6.35,
HD 129245,--,14,33,38.296,79,39,37.53,6.27,7.588,
HD 128093,--,14,34,11.707,32,32,4.13,6.306,6.728,
HD 128198,--,14,34,38.5,36,37,33.83,5.999,7.404,
V* CH Boo,--,14,34,39.621,49,22,6.07,5.74,7.3,
* sig Boo,--,14,34,40.817,29,44,42.46,4.47,4.84,
HD 127964,--,14,34,50.728,-20,26,21.78,6.481,6.625,
HD 127724,--,14,35,17.043,-60,0,56.31,6.384,7.651,
* eta Cen,--,14,35,30.424,-42,9,28.17,2.31,2.12,
HD 127971,--,14,35,31.48,-41,31,2.8,5.87,5.79,
HD 128402,--,14,36,6.873,23,15,1.3,6.37,7.42,
HD 128068,--,14,36,19.03,-46,14,43.62,5.55,7.03,
HD 128152,--,14,36,24.104,-39,35,50.7,6.141,7.196,
HD 128207,--,14,36,44.132,-40,12,41.69,5.736,5.624,
HD 128429,--,14,36,59.796,-12,18,19.07,6.2,6.66,
V* R Boo ,--,14,37,11.576,26,44,11.66,6.2,9.77,
HD 128154,--,14,37,12.42,-53,3,38.8,6.49,7.94,
HD 128266,--,14,37,20.157,-46,8,0.38,5.431,6.513,
HD 128563,--,14,37,28.473,2,16,38.29,6.455,7.01,
HD 128020,--,14,37,46.257,-67,55,55.24,6.04,6.54,
* rho Lup,--,14,37,53.226,-49,25,32.98,4.05,3.9,
HD 128902,--,14,38,12.589,43,38,31.67,5.721,7.2,
HD 128750,--,14,38,13.987,18,17,54.16,5.91,7.022,
HD 128998,--,14,38,15.222,54,1,24.02,5.83,5.83,
HD 128415,--,14,38,17.673,-49,54,4.03,6.5,6.52,
HD 128488,--,14,38,19.374,-38,47,39.07,6.031,7.451,
*  33 Boo,--,14,38,50.224,44,24,16.2,5.387,5.412,
HD 128582,--,14,39,10.846,-46,35,4.11,6.07,6.58,
HD 128617,--,14,39,24.473,-49,3,19.16,6.39,6.83,
* alf Cen, B               ,14,39,35.063,-60,50,15.1,1.33,2.21,
* alf Cen, A               ,14,39,36.494,-60,50,2.37,0.01,0.72,
HD 129132,--,14,40,21.871,21,58,33.13,6.15,6.55,
HD 128713,--,14,40,32.759,-56,26,26.75,6.296,7.47,
HD 129153,--,14,40,42.393,13,32,3.57,5.925,6.152,
* pi.01 B,oo               ,14,40,43.558,16,25,5.96,4.893,4.792,
HD 128974,--,14,41,1.39,-36,8,5.49,5.658,5.568,
* zet Boo,--,14,41,8.952,13,43,41.9,3.793,3.848,
*  31 Boo,--,14,41,38.75,8,9,42.34,4.862,5.866,
HD 129161,--,14,41,51.237,-30,55,59.37,6.45,6.36,
HD 129430,--,14,41,54.237,21,7,24.7,6.4,7.33,
* alf Lup,--,14,41,55.756,-47,23,17.52,2.286,2.126,
HD 128917,--,14,41,55.98,-58,36,57,6.204,6.647,
* b Cen  ,--,14,41,57.591,-37,47,36.59,4,3.83,
HD 128294,--,14,41,59.711,-77,0,41.25,6.34,6.31,
V* DL Dra,--,14,42,3.249,61,15,42.89,6.25,6.66,
* alf Cir,--,14,42,30.42,-64,58,30.49,3.19,3.43,
* mu. Vir,--,14,43,3.623,-5,39,29.53,3.88,4.26,
*   4 Lib,--,14,43,13.551,-24,59,51.91,5.73,5.72,
*  34 Boo,--,14,43,25.363,26,31,40.27,4.79,6.46,
HD 129092,--,14,43,28.157,-62,58,0.03,6.408,6.312,
* c01 Cen,--,14,43,39.44,-35,10,25.16,4.05,5.4,
HD 129846,--,14,43,44.434,40,27,33.31,5.73,7.12,
HD 129462,--,14,44,55.475,-58,28,38.97,6.098,7.122,
* c02 Cen,--,14,44,59.202,-35,11,30.58,4.924,4.927,
* eps Boo,--,14,44,59.217,27,4,27.21,2.39,3.36,
V* BU Cir,--,14,45,10.959,-55,36,5.91,6.089,6.016,
HD 129902,--,14,45,11.708,-1,25,3.13,6.07,7.68,
HD 130084,--,14,45,13.712,32,47,18.04,6.28,7.86,
* omi Boo,--,14,45,14.46,16,57,51.41,4.6,5.58,
HD 129422,--,14,45,17.336,-62,52,32.34,5.36,5.644,
HD 129624,--,14,45,18.827,-51,18,53.74,6.43,8.04,
HD 130025,--,14,45,20.582,18,53,5.84,6.145,6.998,
* 108 Vir,--,14,45,30.206,0,43,2.18,5.665,5.656,
*   5 Lib,--,14,45,57.758,-15,27,34.36,6.345,7.574,
V* EK Boo,--,14,46,5.946,15,7,54.43,5.63,7.2,
HD 129944,--,14,46,6.771,-23,9,10.91,5.803,6.781,
HD 129980,--,14,46,10.88,-21,10,33.46,6.435,7.044,
* 109 Vir,--,14,46,14.925,1,53,34.38,3.73,3.72,
HD 129858,--,14,46,28.993,-47,26,28.02,5.74,5.81,
* b Lup  ,--,14,47,1.294,-52,23,0.66,5.21,6.19,
HD 130055,--,14,47,5.096,-38,17,26.29,5.898,7.266,
HD 129932,--,14,47,12.586,-52,12,18.92,6.07,6.142,
HD 130157,--,14,47,13.65,-21,19,29.53,6.034,7.677,
*  55 Hya,--,14,47,22.556,-25,37,27.36,5.609,5.562,
HD 130073,--,14,47,32.095,-43,33,24.5,6.3,7.37,
*  56 Hya,--,14,47,44.807,-26,5,15.03,5.229,6.165,
* alf Aps,--,14,47,51.712,-79,2,41.1,3.798,5.247,
HD 130325,--,14,47,54.952,-12,50,24.03,6.32,7.43,
*  57 Hya,--,14,47,57.555,-26,38,46.2,5.764,5.751,
V* V768 C,en               ,14,48,38.045,-36,38,4.9,6.01,7.37,
HD 129954,--,14,48,44.55,-66,35,36.82,5.88,5.767,
HD 130557,--,14,48,54.094,0,50,51.57,6.136,6.105,
HD 130227,--,14,49,7.056,-56,40,4.18,6.21,7.33,
* h Boo  ,--,14,49,18.671,46,6,58.34,5.757,6.223,
HD 130529,--,14,49,18.745,-24,15,5.29,5.692,6.972,
* mu. Lib,--,14,49,19.051,-14,8,56.48,5.31,5.38,
HD 131040,--,14,49,32.382,51,22,28.21,6.48,6.86,
HD 130021,--,14,49,37.045,-68,56,10.29,6.488,6.38,
HD 130917,--,14,49,58.399,28,36,56.99,5.8,5.85,
HD 130948,--,14,50,15.811,23,54,42.63,5.867,6.456,
* E Hya  ,--,14,50,17.301,-27,57,37.34,4.41,5.81,
* alf01 L,ib               ,14,50,41.175,-15,59,50.03,5.16,5.57,
* bet UMi,--,14,50,42.326,74,9,19.81,2.08,3.55,
* alf02 L,ib               ,14,50,52.713,-16,2,30.4,2.75,2.9,
HD 130970,--,14,51,0.095,0,15,26.98,6.175,7.595,
*  11 Lib,--,14,51,1.073,-2,17,56.95,4.94,5.92,
* ksi Boo,--,14,51,23.38,19,6,1.7,4.593,5.37,
HD 129899,--,14,51,30.035,-77,10,33.49,6.44,6.41,
* omi Lup,--,14,51,38.303,-43,34,31.3,4.313,4.164,
*  10 Lib,--,14,51,51.306,-18,21,19.18,6.26,7.37,
HD 131117,--,14,52,33.101,-30,34,38.12,6.29,6.89,
*  26 Cir,--,14,52,35.253,-63,48,35.42,5.96,6.66,
HR  5543 ,--,14,52,51.074,-37,48,11.39,5.015,4.855,
HD 130458,--,14,53,13.571,-73,11,24.26,5.6,6.42,
HD 131473,--,14,53,23.348,15,42,18.59,6.38,6.94,
*  12 Lib,--,14,54,20.129,-24,38,31.95,5.266,6.612,
* ksi01 L,ib               ,14,54,22.874,-11,53,54.05,5.788,6.768,
HD 131432,--,14,54,37.914,-33,18,2.05,5.834,7.275,
* zet Cir,--,14,54,42.585,-65,59,27.97,6.09,6.03,
HD 130942,--,14,54,54.033,-69,51,39.46,6.37,6.3,
HD 131342,--,14,55,34.559,-60,6,51,5.18,6.347,
HD 131625,--,14,55,44.709,-33,51,20.81,5.312,5.353,
HD 131951,--,14,56,13.23,14,26,46.54,5.892,5.862,
* c Lup  ,--,14,56,17.251,-52,48,34.38,5.386,5.506,
HD 131774,--,14,56,30.869,-32,38,12.44,6.058,7.477,
IDS 14497,-4728 AB         ,14,56,32.053,-47,52,45.11,5.64,5.6,
HD 131752,--,14,56,35.75,-39,24,57.64,6.357,6.411,
HD 131491,--,14,56,38.339,-62,21,51.9,6.391,6.331,
* tet Cir,--,14,56,43.987,-62,46,51.66,5.11,5.11,
* ksi02 L,ib               ,14,56,46.114,-11,24,34.91,5.45,6.946,
*  16 Lib,--,14,57,10.998,-4,20,47.25,4.49,4.81,
HD 132146,--,14,57,11.678,16,23,17.26,5.715,6.672,
HD 131919,--,14,57,13.709,-29,9,27.64,6.283,6.262,
HD 131977,--,14,57,28.001,-21,24,55.73,5.72,6.83,
*   1 Ser,--,14,57,33.252,0,10,3.4,5.512,6.644,
V* RR UMi,--,14,57,35.007,65,55,56.86,4.54,6.19,
HD 131109,--,14,57,52.983,-76,39,45.56,5.359,6.811,
HD 131923,--,14,58,8.801,-48,51,46.64,6.35,7.06,
* bet Lup,--,14,58,31.925,-43,8,2.27,2.68,2.46,
HD 132096,--,14,58,36.529,-39,54,25.83,6.163,7.369,
*  59 Hya,--,14,58,39.255,-27,39,26.33,5.724,5.994,
HD 132375,--,14,58,52.782,-4,59,21.31,6.14,6.67,
*  18 Lib,--,14,58,53.581,-11,8,38.46,5.857,7.146,
* kap Cen,--,14,59,9.685,-42,6,15.11,3.13,2.93,
HD 132238,--,14,59,13.926,-37,52,52.43,6.47,6.39,
HD 132525,--,14,59,23.116,4,34,3.94,5.93,7.53,
HD 132242,--,14,59,27.188,-43,9,35.46,6.095,6.684,
*  40 Boo,--,14,59,36.947,39,15,55.2,5.634,5.955,
HD 131551,--,14,59,55.759,-75,1,57.62,6.187,6.143,
HD 131425,--,15,0,11.301,-77,9,37.99,5.92,6.973,
HD 133029,--,15,0,38.718,47,16,38.79,6.351,6.25,
HD 132879,--,15,0,52.276,22,2,44.11,6.26,7.45,
* del Lib,--,15,0,58.346,-8,31,8.25,4.93,4.93,
HD 132604,--,15,1,13.097,-38,3,30.23,5.869,7.133,
HD 132833,--,15,1,19.826,-2,45,17.72,5.52,7.2,
HD 133388,--,15,1,27.099,60,12,15.88,5.92,6.03,
HD 132933,--,15,1,48.919,0,8,25.06,5.71,7.23,
* pi.01 O,ct               ,15,1,50.796,-83,13,39.53,5.641,6.61,
* bet Boo,--,15,1,56.762,40,23,26.04,3.52,4.47,
HD 132763,--,15,1,58.082,-34,21,31.96,6.208,6.446,
*  60 Hya,--,15,2,6.432,-28,3,38.29,5.824,5.995,
* ome Boo,--,15,2,6.509,25,0,29.28,4.81,6.31,
HD 132953,--,15,2,8.575,-7,34,31.14,6.373,6.55,
* 110 Vir,--,15,2,54.038,2,5,28.69,4.4,5.44,
HD 132955,--,15,2,59.275,-32,38,35.86,5.437,5.319,
HD 133392,--,15,3,6.055,35,12,20.86,5.513,6.539,
* i Boo  ,--,15,3,47.296,47,39,14.62,4.76,5.41,
HD 133994,--,15,3,57.767,65,55,10.97,6.23,6.28,
* sig Lib,--,15,4,4.216,-25,16,55.06,3.21,4.91,
ADS  9493, AB              ,15,4,6.439,5,29,34.21,6.49,6.8,
* psi Boo,--,15,4,26.743,26,56,51.53,4.55,5.78,
V* GM Lup,--,15,4,42.897,-40,51,40.84,6.4,7.78,
* pi.02 O,ct               ,15,4,46.923,-83,2,17.92,5.645,6.918,
* eta Cir,--,15,4,48.186,-64,1,52.87,5.168,6.106,
HD 133340,--,15,5,19.166,-41,4,2.06,5.127,6.14,
* k Boo  ,--,15,5,25.835,48,9,3.49,5.577,5.568,
HD 133469,--,15,5,33.905,-30,33,3.1,6.48,6.94,
HD 133399,--,15,6,2.414,-48,53,0.21,6.467,6.33,
HD 133550,--,15,6,13.935,-36,15,52.56,6.269,7.923,
HD 134190,--,15,6,16.717,54,33,22.75,5.25,6.21,
HD 133670,--,15,6,27.143,-22,1,54.58,6.14,7.16,
V* HZ Lup,--,15,6,33.198,-30,55,6.54,5.977,5.893,
HD 134044,--,15,6,35.146,36,27,21.84,6.351,6.865,
* nu. Lib,--,15,6,37.598,-16,15,24.56,5.2,6.78,
*  22 Lib,--,15,6,49.06,-16,29,3.69,6.404,6.567,
HD 133518,--,15,6,55.972,-52,1,47.24,6.39,6.29,
HD 133049,--,15,7,8.203,-71,54,17.83,6.5,8.11,
* c Boo  ,--,15,7,18.066,24,52,9.1,4.93,5.36,
HD 134064,--,15,7,20.369,18,26,30.57,6.029,6.098,
HD 133631,--,15,7,25.949,-49,5,19,5.766,6.705,
HD 134047,--,15,7,40.323,5,29,53.01,6.17,7.1,
HD 133557,--,15,7,56.154,-61,7,43.29,6.5,6.92,
HD 133456,--,15,7,56.762,-65,16,31.62,6.166,7.639,
V* HR Lup,--,15,8,12.125,-40,35,2.16,5.79,5.65,
HD 134493,--,15,8,19.538,50,3,17.84,6.327,7.382,
* b Boo  ,--,15,8,23.782,26,18,4.15,5.669,6.921,
HD 134335,--,15,8,35.563,25,6,31.08,5.804,7.047,
HD 133937,--,15,8,39.198,-42,52,4.52,5.82,5.701,
* lam Lup,--,15,8,50.613,-45,16,47.5,4.07,3.908,
HD 134323,--,15,8,53.516,13,14,6.83,6.142,7.117,
HD 133792,--,15,9,25.521,-63,38,34.55,6.247,6.298,
HD 133683,--,15,9,29.913,-67,5,2.89,5.757,6.424,
HD 134255,--,15,10,7.325,-38,47,33.04,5.978,6.846,
HD 134373,--,15,10,18.632,-26,19,57.45,5.756,6.78,
HD 135384,--,15,10,44.427,67,46,51.77,6.18,6.33,
HD 134060,--,15,10,44.743,-61,25,20.36,6.285,6.91,
* ome Oct,--,15,11,8.798,-84,47,16.01,5.866,5.836,
HD 134270,--,15,11,15.983,-55,20,45.71,5.43,6.55,
HD 134444,--,15,11,34.803,-45,16,38.84,6.409,7.481,
* kap Lup,--,15,11,56.076,-48,44,16.13,3.7,3.67,
* kap02 L,up               ,15,11,57.675,-48,44,37.27,5.498,5.625,
V* FL Ser,--,15,12,4.263,18,58,33.7,5.89,7.42,
HD 134758,--,15,12,12.011,-19,6,23.34,6.49,8.01,
* iot Lib,--,15,12,13.29,-19,47,30.16,4.54,4.46,
* zet Lup,--,15,12,17.096,-52,5,57.29,3.41,4.33,
HD 134597,--,15,12,31.203,-48,13,8.37,6.332,7.456,
HD 133981,--,15,12,33.978,-72,46,14.16,6.019,6.001,
HD 135061,--,15,12,47.172,10,42,8.3,6.5,7.79,
* e Lup  ,--,15,12,49.587,-44,30,1.49,4.806,4.638,
HD 134468,--,15,13,1.021,-61,44,37.59,6.269,8.126,
HD 134837,--,15,13,7.661,-36,5,29.11,6.079,5.996,
HD 134946,--,15,13,17.409,-24,0,29.93,6.47,6.43,
* iot02 L,ib               ,15,13,19.19,-19,38,51.28,6.066,6.19,
*  23 Lib,--,15,13,28.667,-25,18,33.65,6.46,7.168,
HD 135263,--,15,13,31.871,22,59,0.22,6.298,6.361,
HD 135402,--,15,13,35.582,38,15,52.91,6.187,7.418,
HD 135051,--,15,13,53.313,-26,11,36.87,5.857,6.998,
HD 135438,--,15,14,6.042,31,47,16.27,5.974,7.535,
HD 135530,--,15,14,10.314,42,10,17.06,6.13,7.79,
V* X TrA ,--,15,14,19.174,-70,4,46.13,5.81,9.19,
* chi Boo,--,15,14,29.159,29,9,51.46,5.272,5.326,
*  26 Lib,--,15,14,33.757,-17,46,6.85,6.172,6.156,
* i Lup  ,--,15,14,37.321,-31,31,8.84,4.918,5.273,
HD 135367,--,15,14,50.596,-5,30,9.18,6.29,7.8,
*   3 Ser,--,15,15,11.358,4,56,21.64,5.337,6.413,
* del Boo,--,15,15,30.163,33,18,53.39,3.49,4.44,
*   4 Ser,--,15,15,49.078,0,22,19.7,5.623,5.8,
HD 135944,--,15,15,50.707,50,56,18.46,6.48,7.33,
HD 135615,--,15,15,53.564,6,27,53.42,6.46,7.79,
HD 135235,--,15,15,53.673,-48,4,25.27,5.958,6.16,
HD 135345,--,15,16,4.045,-41,29,28.13,5.171,5.73,
HD 135348,--,15,16,10.46,-43,29,5.99,6.034,5.899,
HD 135534,--,15,16,23.011,-22,23,57.89,5.506,6.877,
HD 135160,--,15,16,36.692,-60,54,14.38,5.73,5.65,
HD 135430,--,15,16,51.785,-47,51,52.38,6.45,7.39,
HD 135468,--,15,16,54.966,-46,12,8.48,6.45,6.93,
* del Cir,--,15,16,56.897,-60,57,26.1,5.09,5.03,
* bet Lib,--,15,17,0.414,-9,22,58.49,2.62,2.51,
*  11 UMi,--,15,17,5.892,71,49,26.04,5.015,6.384,
* bet Cir,--,15,17,30.85,-58,48,4.34,4.057,4.153,
* eps Cir,--,15,17,38.89,-63,36,37.67,4.849,6.101,
* f Lup  ,--,15,17,49.838,-30,8,55.22,4.33,5.43,
HD 135730,--,15,18,9.432,-41,3,40.2,6.277,6.453,
HD 136138,--,15,18,24.507,20,34,21.96,5.686,6.655,
HD 136028,--,15,18,26.127,0,27,40.43,5.89,7.4,
* mu. Lup,--,15,18,32.023,-47,52,31,4.274,4.18,
HD 135896,--,15,18,41.302,-31,12,33.66,6.194,7.412,
HD 135591,--,15,18,49.143,-60,29,46.79,5.46,5.36,
* gam TrA,--,15,18,54.582,-68,40,46.37,2.89,2.89,
V* GG Lup,--,15,18,56.376,-40,47,17.6,5.604,5.495,
HD 136403,--,15,19,30.048,32,30,53.64,6.311,6.544,
HD 136014,--,15,19,31.721,-37,5,49.77,6.178,7.142,
V* R TrA ,--,15,19,45.712,-66,29,45.74,6.39,6.96,
HR  5715 ,--,15,20,5.151,51,57,30.65,5.64,5.753,
* omi CrB,--,15,20,8.559,29,36,58.34,5.51,6.53,
HD 135737,--,15,20,40.551,-67,28,53.49,6.318,6.214,
HD 136751,--,15,20,41.68,44,26,3.76,6.14,6.495,
* gam UMi,--,15,20,43.716,71,50,2.46,3.002,3.067,
HD 136442,--,15,20,47.021,-2,24,48.01,6.35,7.41,
*  28 Lib,--,15,20,53.678,-18,9,31.17,6.17,7.17,
* omi Lib,--,15,21,1.39,-15,32,54.09,6.143,6.513,
*   6 Ser,--,15,21,1.996,0,42,55.21,5.393,6.611,
HD 136643,--,15,21,6.88,24,57,28.86,6.361,7.62,
HD 136479,--,15,21,7.609,-5,49,29.46,5.537,6.589,
* del Lup,--,15,21,22.325,-40,38,51.02,3.19,2.995,
V* S CrB ,--,15,21,23.956,31,22,2.57,5.8,7.15,
HD 136334,--,15,21,35.302,-40,44,58.14,6.183,6.259,
* phi01 L,up               ,15,21,48.37,-36,15,40.95,3.546,5.076,
*  50 Boo,--,15,21,48.575,32,56,1.29,5.372,5.312,
* nu.02 L,up               ,15,21,48.151,-48,19,3.46,5.65,6.3,
* nu.01 L,up               ,15,22,8.27,-47,55,40.05,5,5.5,
*   7 Ser,--,15,22,23.234,12,34,3.08,6.28,6.275,
HD 137389,--,15,22,37.257,62,2,49.4,5.986,5.946,
HD 137071,--,15,22,37.372,39,34,53.26,5.532,7.163,
HD 137443,--,15,22,38.409,63,20,29.27,5.712,7.039,
* eps Lup,--,15,22,40.868,-44,41,22.61,3.366,3.191,
*  30 Lib,--,15,23,1.779,-15,8,2.52,6.48,8.12,
* phi02 L,up               ,15,23,9.35,-36,51,30.55,4.54,4.39,
HD 136359,--,15,23,10.503,-60,39,25.82,5.651,6.119,
* eta CrB,--,15,23,12.305,30,17,16.17,5.02,5.58,
* gam Cir,--,15,23,22.643,-59,19,14.81,4.51,4.7,
HD 136607,--,15,23,24.98,-46,8,25.5,6.49,7.45,
*   8 Ser,--,15,23,43.71,-1,1,20.59,6.105,6.355,
HD 136956,--,15,23,52.239,-12,22,10.2,5.716,6.761,
HD 137390,--,15,24,5.117,45,16,15.71,6.055,7.27,
* eps Lib,--,15,24,11.884,-10,19,20.14,4.92,5.358,
* ups Lup,--,15,24,45.009,-39,42,36.95,5.367,5.265,
* iot Dra,--,15,24,55.775,58,57,57.83,3.29,4.45,
* k Lup  ,--,15,25,20.209,-38,44,0.88,4.6,4.6,
* tau01 S,er               ,15,25,47.397,15,25,40.93,5.17,6.83,
HD 137510,--,15,25,53.271,19,28,50.53,6.241,6.872,
HD 136672,--,15,26,14.723,-68,18,33,5.892,6.896,
HD 137704,--,15,26,17.384,34,20,9.58,5.45,6.873,
HD 137928,--,15,26,32.19,54,1,13.06,6.43,6.5,
HD 137432,--,15,27,18.13,-36,46,3.21,5.45,5.3,
V* LX TrA,--,15,27,33.077,-64,31,53.4,5.706,7.349,
HD 137853,--,15,27,38.875,25,6,5.84,6.02,7.64,
* bet CrB,--,15,27,49.732,29,6,20.52,3.68,3.97,
HD 138265,--,15,27,51.425,60,40,12.79,5.9,7.35,
* zet01 L,ib               ,15,28,15.408,-16,42,59.33,5.626,7.161,
V* BP Oct,--,15,28,19.092,-88,7,58.83,6.484,6.771,
HD 137465,--,15,28,27.209,-51,35,52.56,6.094,7.165,
*  10 Ser,--,15,28,38.237,1,50,31.49,5.17,5.4,
HD 138213,--,15,28,44.392,47,12,5.44,6.138,6.231,
HD 138338,--,15,28,56.822,55,11,41.77,6.427,6.513,
HD 138085,--,15,29,12.116,16,23,44.22,6.382,7.343,
V* KQ Lup,--,15,29,19.268,-38,38,6.09,6.43,6.75,
HD 138524,--,15,29,21.094,62,5,58.31,6.29,7.69,
HD 137709,--,15,29,24.271,-46,43,57.73,5.222,6.951,
HD 138341,--,15,30,22.767,31,17,9.34,6.452,6.641,
HD 138105,--,15,30,36.251,-20,43,42.79,6.194,6.371,
* zet03 L,ib               ,15,30,40.401,-16,36,34.06,5.806,6.858,
HD 137366,--,15,30,49.18,-71,39,14.89,6.38,6.27,
* nu.01 B,oo               ,15,30,55.76,40,49,58.97,5.026,6.617,
HD 138852,--,15,30,55.766,64,12,31.29,5.738,6.721,
HD 138525,--,15,31,22.313,36,36,59.8,6.39,6.89,
* tet UMi,--,15,31,24.916,77,20,57.71,4.982,6.535,
* kap01 A,ps               ,15,31,30.821,-73,23,22.53,5.49,5.37,
HD 138268,--,15,31,43.408,-20,9,53.73,6.22,6.44,
* nu.02 B,oo               ,15,31,46.982,40,53,57.54,4.978,5.074,
HD 138221,--,15,31,50.23,-32,52,52.01,6.488,6.54,
HD 138204,--,15,32,4.186,-38,37,21.15,6.219,6.424,
* tau02 S,er               ,15,32,9.675,16,3,22.21,6.216,6.184,
HD 138413,--,15,32,36.701,-19,40,13.65,5.52,5.7,
* zet04 L,ib               ,15,32,55.22,-16,51,10.25,5.499,5.355,
* tet CrB,--,15,32,55.782,31,21,32.88,4.13,4,
*  11 Ser,--,15,32,57.938,-1,11,11.04,5.496,6.596,
HD 138395,--,15,33,24.324,-40,29,27.06,6.4,7.41,
HD 138803,--,15,33,52.706,17,8,14.48,6.49,6.8,
HD 138505,--,15,34,1.708,-40,3,59.16,5.82,7.5,
*  37 Lib,--,15,34,10.702,-10,3,52.31,4.62,5.63,
HD 138564,--,15,34,20.853,-39,20,57.15,6.349,6.328,
HD 138764,--,15,34,26.515,-9,11,0.37,5.17,5.08,
*  36 Lib,--,15,34,37.328,-28,2,49.19,5.138,6.437,
* alf CrB,--,15,34,41.268,26,42,52.89,2.24,2.22,
* del Ser,--,15,34,48.148,10,32,19.92,3.79,4.05,
* gam Lup,--,15,35,8.448,-41,10,0.32,2.765,2.586,
* mu. CrB,--,15,35,14.92,39,0,36.23,5.11,6.75,
HD 139357,--,15,35,16.198,53,55,19.71,5.964,7.16,
* gam Lib,--,15,35,31.579,-14,47,22.33,3.91,4.93,
* tau03 S,er               ,15,35,33.23,17,39,20,6.113,7.091,
HD 139284,--,15,35,49.194,38,22,26.13,6.28,7.58,
HD 139087,--,15,35,53.363,11,15,56.38,6.04,7.165,
HD 139493,--,15,35,57.037,54,37,49.75,5.79,5.84,
HD 138923,--,15,36,11.364,-33,5,34.1,6.251,6.165,
HD 138816,--,15,36,12.1,-44,23,48.58,5.434,6.93,
* tau04 S,er               ,15,36,28.182,15,6,5.19,6.25,7.64,
* tau05 S,er               ,15,36,29.24,16,7,8.71,5.926,6.255,
*  16 Ser,--,15,36,29.575,10,0,36.56,5.253,6.217,
* eps TrA,--,15,36,43.222,-66,19,1.33,4.104,5.27,
HD 139389,--,15,36,53.428,29,59,28.26,6.46,6.86,
* ups Lib,--,15,37,1.45,-28,8,6.29,3.589,4.979,
HD 139160,--,15,37,28.5,-26,16,47.51,6.194,6.171,
HD 139778,--,15,37,32.008,54,30,31.43,5.845,6.956,
HD 140227,--,15,37,39.129,69,17,0.03,5.627,7.011,
HD 139254,--,15,37,48.042,-23,8,30.13,5.79,6.854,
* phi Boo,--,15,37,49.598,40,21,12.36,5.254,6.14,
* ome Lup,--,15,38,3.204,-42,34,2.44,4.33,5.75,
HD 139290,--,15,38,15.811,-28,12,23.96,6.319,7.502,
HD 139798,--,15,38,16.244,46,47,51.86,5.742,6.089,
HD 139329,--,15,38,16.286,-21,0,58.77,5.816,6.891,
HD 139906,--,15,38,34.212,50,25,23.73,5.84,6.67,
* tau Lib,--,15,38,39.369,-29,46,39.9,3.642,3.481,
HD 139460,--,15,38,39.958,-8,47,40.99,6.5,7.03,
HD 139461,--,15,38,40.061,-8,47,29.21,6.48,7,
HD 139271,--,15,38,42.18,-39,7,39.88,6.041,6.244,
HD 139761,--,15,38,48.852,34,40,30.14,6.13,7.163,
HD 139129,--,15,38,49.471,-52,22,21.71,5.423,5.421,
*  41 Lib,--,15,38,54.557,-19,18,6.76,5.359,6.229,
HD 140117,--,15,39,9.519,57,55,27.93,6.44,7.558,
HD 138289,--,15,39,18.397,-77,55,4.82,6.181,7.431,
